,author,frequency,sentence
537,EAP,0.10147799378820448,"will you be kind enough to lend me a couple of shillings?"""
538,MWS,0.25937930303993223,detain me here forever if you will; confine or execute me if you must have a victim to propitiate the illusion you call justice; but i can say no more than i have said already.
539,EAP,0.6281365905771973,"the old man felt the system of universal nature which he had so long studied and adored, slide from under him, and he stood among the dead, and lifted his voice in curses."
540,EAP,0.15408440632552048,the name of my friend was woodville.
541,EAP,0.12341743524353943,"""he is come"" exclaimed the duchess."
542,EAP,0.5051154696108797,"still i see nothing but a tumultuous mob of idiots and madmen, who are busy in prostrating themselves before a gigantic cameleopard, and endeavoring to obtain a kiss of the animal's hoofs."
543,MWS,0.15941637538396355,about me in my exhaustion i could see only strange walls and windows and old gambrel roofs.
544,EAP,0.16972158922025166,his studies have been confined to the poetry of crabbe.
545,EAP,1.5361744472062,"i improved, however, sensibly in this science, but not sufficiently to follow up any kind of conversation, although i applied my whole mind to the endeavour, for i easily perceived that, although i eagerly longed to discover myself to the cottagers, i ought not to make the attempt until i had first become master of their language, which knowledge might enable me to make them overlook the deformity of my figure, for with this also the contrast perpetually presented to my eyes had made me acquainted."
546,EAP,0.46950318559139126,"it was very peculiar, but as the little boy uttered his petition there seemed to form overhead the shadowy, nebulous figures of exotic things; of hybrid creatures crowned with horn flanked discs."
547,EAP,0.7845127272883922,"alas another's arms have taken it from the stranger another's arms have taken it away, and borne it afar off, unnoticed, into the palace and the marchesa her lip her beautiful lip trembles: tears are gathering in her eyes those eyes which, like pliny's acanthus, are ""soft and almost liquid."""
548,MWS,0.28520283868234303,"i merely paused a moment to bid diana behave herself, and assure pompey that i would be considerate and bear as lightly as possible upon his shoulders."
549,EAP,0.10139614627443042,the pulses were still.
550,EAP,1.2076816045558911,"his frequent absences from home at night, which were hailed by the prefect as certain aids to his success, i regarded only as ruses, to afford opportunity for thorough search to the police, and thus the sooner to impress them with the conviction to which g , in fact, did finally arrive the conviction that the letter was not upon the premises."
551,EAP,0.22145352568934995,"this lady, my particular old friend madame joyeuse, is as absolutely sane as myself."
552,EAP,0.3471282292075007,"in spite of the intense labour and wonderful discoveries of modern philosophers, i always came from my studies discontented and unsatisfied."
553,EAP,0.07137533977487626,yet that is over now: clerval writes that indeed you are getting better.
554,EAP,0.4699856551462701,"ryland ended by moving, that any attempt to re erect the kingly power should be declared treason, and he a traitor who should endeavour to change the present form of government."
555,EAP,0.30856081916438,"god, what happened in the streets of innsmouth that night . . ."
556,EAP,0.2929667139084772,of course we can't afford to take these structures down under a bonus of five hundred per cent upon the prime cost of our lot and plaster.
557,EAP,0.4249609070427632,"the right arm hung over the balustrade of the box, and thrilled every nerve of my frame with its exquisite symmetry."
558,EAP,0.3635020397261985,"if the acquisition of power in the shape of wealth caused this alteration, that power should they feel as an iron yoke."
559,EAP,0.14678274654409645,the inhabitants of this world suffer so much pain.
560,EAP,0.2718328242992345,"they knew all that was occurring in the universe, but their mode of speech was transmitted thought."
561,HPL,0.1361376321340913,now he was praying because the witches' sabbath was drawing near.
562,EAP,0.6315095696974659,"there is constantly a rousing fire, and a huge pot over it, full of sauer kraut and pork, to which the good woman of the house is always busy in attending."
563,EAP,0.32204842788157095,"""even this division,"" said i, ""leaves me still in the dark."""
564,EAP,0.19186780334196324,it is the mass for which the true humanity cares.
565,EAP,0.20537264311468556,after more aeons of descent i saw some side passages or burrows leading from unknown recesses of blackness to this shaft of nighted mystery.
566,EAP,0.8712840151805599,"and, here and there, in groves about this grass, like wildernesses of dreams, sprang up fantastic trees, whose tall slender stems stood not upright, but slanted gracefully toward the light that peered at noon day into the centre of the valley."
567,EAP,0.3094008331215349,"i found him at work in his rooms, and at once conceded from the specimens scattered about that his genius is indeed profound and authentic."
568,EAP,0.4712779843111239,it was the radiance of an opium dream an airy and spirit lifting vision more wildly divine than the phantasies which hovered vision about the slumbering souls of the daughters of delos.
569,EAP,0.29922589483025264,"""i commit my cause to the justice of my judges, yet i see no room for hope."
570,EAP,0.1376589026402285,in the mean time i made no remark.
571,EAP,0.8005376089325793,"give me the canova the apollo, too, is a copy there can be no doubt of it blind fool that i am, who cannot behold the boasted inspiration of the apollo i cannot help pity me i cannot help preferring the antinous."
572,EAP,0.6222177230021669,"my aspect was a matter equally unthought of, for there were no mirrors in the castle, and i merely regarded myself by instinct as akin to the youthful figures i saw drawn and painted in the books."
573,EAP,0.7676219851037526,"still, the sneer at my graphic powers irritated me for i am considered a good artist and, therefore, when you handed me the scrap of parchment, i was about to crumple it up and throw it angrily into the fire."""
574,EAP,0.7119225980985531,"i had fallen into an habitual see saw, or wave of the hand about the platter: and, at length, the unconscious uniformity of the movement deprived it of effect."
575,EAP,0.8713830937498654,"weighing in his mind the importance of the matter, and the significance of our relation to it, he insisted that we both test and if possible destroy the horror of the house by a joint night or nights of aggressive vigil in that musty and fungus cursed cellar."
576,EAP,0.6439374684994768,"at the age of sixteen i had shot up in appearance to man's estate; i was tall and athletic; i was practised to feats of strength, and inured to the inclemency of the elements."
577,EAP,0.3625715627275038,"the very best recommendations, not so much for capacity, as for integrity, will be expected."
578,EAP,0.5811087322681668,"she made, however, every exertion to keep her mouth closed and look dignified, in a dress consisting of a newly starched and ironed shroud coming up close under her chin, with a crimpled ruffle of cambric muslin."
579,EAP,0.3737545177673722,"dazed and frightened, yet not without a certain thrill of the scientist's or archaeologist's delight, i examined my surroundings more closely."
580,EAP,0.6118877052111019,"his main wish, more particularly now that he witnessed the abject dwelling of the artist, was to relieve one, possessed of talent, but depressed by want."
581,EAP,0.10080167485859765,she indeed gained the resignation she desired.
582,EAP,0.2952153666553229,some person is concealed in the box during the whole time of exhibiting the interior.
583,EAP,0.39764106849775355,"his expression of wolfish exultation began to be crowded aside by a look of profound fear which did not, however, wholly displace the exultation."
584,EAP,0.9351853846186986,"remplis ton verre vide vide ton verre plein ""my dear uncle,"" said i, closing the door gently, and approaching him with the blandest of smiles, ""you are always so very kind and considerate, and have evinced your benevolence in so many so very many ways that that i feel i have only to suggest this little point to you once more to make sure of your full acquiescence."""
585,EAP,0.22250462007676436,"certainly, the events of that evening greatly changed george birch."
586,EAP,0.4403180852851093,"it was definitely known that they had come to bear away the great image of tyché and bring eternal honour to musides, so their reception by the proxenoi was of great warmth."
587,EAP,0.7458979318425599,"what i now heard so graphically at first hand, though it was really no more than a detailed confirmation of what my uncle had written, excited me afresh; for i felt sure that i was on the track of a very real, very secret, and very ancient religion whose discovery would make me an anthropologist of note."
588,EAP,0.5581914284114258,"opprobrious epithets were bandied about, resistance even to the death threatened; meetings of the populace disturbed the quiet order of the country; except in war, how could all this end?"
589,EAP,0.48184062135186245,"since my arrival here i have not for a moment ceased to feel the hell of passion which has been implanted in me to burn untill all be cold, and stiff, and dead."
590,EAP,0.47911380681402094,"yet not until the last instance, amid the most convulsive writhings of her fierce spirit, was shaken the external placidity of her demeanor."
591,EAP,0.4253141436811566,"the river descends rapidly and winds between hills, not high, but steep, and of beautiful forms."
592,EAP,0.6281193595216661,"the half extinct spirit of royalty roused itself in the minds of men; and they, willing slaves, self constituted subjects, were ready to bend their necks to the yoke."
593,EAP,2.6242682186104016,"but at this presumption the stiff gentleman in the coffin seemed exceedingly nettled; and serious consequences might have ensued, had not the president, rapping upon the table with his truncheon, diverted the attention of all present to the following speech: ""it becomes our duty upon the present happy occasion"" ""avast there"" interrupted legs, looking very serious, ""avast there a bit, i say, and tell us who the devil ye all are, and what business ye have here, rigged off like the foul fiends, and swilling the snug blue ruin stowed away for the winter by my honest shipmate, will wimble the undertaker"" at this unpardonable piece of ill breeding, all the original company half started to their feet, and uttered the same rapid succession of wild fiendish shrieks which had before caught the attention of the seamen."
594,EAP,0.1941379949082231,"he usually finished his experiments with a revolver, but a few times he had not been quick enough."
595,EAP,1.3088020539418195,"she busied herself with following the aerial creations of the poets; and in the majestic and wondrous scenes which surrounded our swiss home the sublime shapes of the mountains, the changes of the seasons, tempest and calm, the silence of winter, and the life and turbulence of our alpine summers she found ample scope for admiration and delight."
596,MWS,0.3663489037178264,"it was already dusk before we thought of returning; and then we discovered that william and ernest, who had gone on before, were not to be found."
597,EAP,2.3525043185332914,"now let us suppose this sense of the almighty design to be one step depressed to be brought into something like harmony or consistency with the sense of human art to form an intermedium between the two: let us imagine, for example, a landscape whose combined vastness and definitiveness whose united beauty, magnificence, and strangeness, shall convey the idea of care, or culture, or superintendence, on the part of beings superior, yet akin to humanity then the sentiment of interest is preserved, while the art intervolved is made to assume the air of an intermediate or secondary nature a nature which is not god, nor an emanation from god, but which still is nature in the sense of the handiwork of the angels that hover between man and god."""
598,EAP,0.4368244887761211,"he was too much of an animal, too little a man; yet it is through his deficiency that you have come to discover me, for the cosmic and planet souls rightly should never meet."
599,EAP,0.21275615040988372,"we were too late for the elevated, and walked back downtown through hanover street."
600,EAP,0.5028237392252055,"""why, as for that, a madman is not necessarily a fool, as i have already observed; and it is my honest opinion that his treatment was a much better treatment than that which it superseded."
601,EAP,0.6147308293737804,"at the spot thus attained a second peg was driven, and about this, as a centre, a rude circle, about four feet in diameter, described."
602,MWS,0.2917699396250397,"listen to my tale; when you have heard that, abandon or commiserate me, as you shall judge that i deserve."
603,EAP,1.2411356988700737,"my father had often, during my imprisonment, heard me make the same assertion; when i thus accused myself, he sometimes seemed to desire an explanation, and at others he appeared to consider it as the offspring of delirium, and that, during my illness, some idea of this kind had presented itself to my imagination, the remembrance of which i preserved in my convalescence."
604,MWS,0.05100624933799386,his thoughts are his own.
605,EAP,0.9079215470041655,"in short, i was not long in perceiving that if man is to be intellectually convinced of his own immortality, he will never be so convinced by the mere abstractions which have been so long the fashion of the moralists of england, of france, and of germany."
606,EAP,0.26336376050555915,"i spoke boldly, freely in a word, i spoke with passion."
607,EAP,0.555671386539961,"""to be sure, papa, it is something strange; but then captain pratt and captain smitherton didn't go altogether the same route, and that makes a difference, you know."""
608,MWS,0.16122232814320517,i thought of switzerland; it was far different from this desolate and appalling landscape.
609,EAP,0.18376489947832977,debasement of character is the certain follower of such pursuits.
610,EAP,0.3547615868079039,"for one instant the party upon the stairs remained motionless, through extremity of terror and of awe."
611,EAP,0.6206841590598737,"there were some strange garments in the room, but west upon regaining consciousness said they did not belong to the stranger, but were specimens collected for bacteriological analysis in the course of investigations on the transmission of germ diseases."
612,EAP,0.8537126463024307,"their thoughts, too, fought with the wise, just spirit of the street, so that the street pined silently as its houses fell into decay, and its trees died one by one, and its rose gardens grew rank with weeds and waste."
613,EAP,1.0723058167735713,"""vot is cum'd to mein pelly?"" roared all the boys ""i've been ongry for dis hour"" ""vot is com'd to mein kraut?"" screamed all the vrows, ""it has been done to rags for this hour"" ""vot is cum'd to mein pipe?"" swore all the little old gentlemen, ""donder and blitzen; it has been smoked out for dis hour"" and they filled them up again in a great rage, and sinking back in their arm chairs, puffed away so fast and so fiercely that the whole valley was immediately filled with impenetrable smoke."
614,HPL,0.13818969828304717,and they sigh one unto the other.
615,EAP,0.334105858989657,"as it disappeared i saw that the blue eyes behind the spectacles were hideously blazing with their first touch of frantic, visible emotion."
616,HPL,0.26409574009461356,with the set sun and the deepening twilight the park became nearly empty.
617,HPL,0.10028108132964692,could not be sure that it was a man's voice.
618,EAP,0.9259021534511648,"thus your wild sobs floated into my ear with all their mournful cadences, and were appreciated in their every variation of sad tone; but they were soft musical sounds and no more; they conveyed to the extinct reason no intimation of the sorrows which gave them birth; while the large and constant tears which fell upon my face, telling the bystanders of a heart which broke, thrilled every fibre of my frame with ecstasy alone."
619,EAP,0.27524888105833145,"the dark glassy surface displayed a pinkish glow, and a vague white shape seemed to be taking form at its centre."
620,EAP,0.13774075015400258,the man within is now at liberty to move about.
621,EAP,0.6408100319205303,"yet, in time and by long and frequent pauses of deep agony, he reaches the river's brink, and disposes of his ghastly charge perhaps through the medium of a boat."
622,EAP,0.662025769043547,"we know that the; immediately ensuing is the commencement of a word, and, of the six characters succeeding this 'the,' we are cognizant of no less than five."
623,EAP,1.5807339568103596,"we thrill, for example, with the most intense of ""pleasurable pain"" over the accounts of the passage of the beresina, of the earthquake at lisbon, of the plague at london, of the massacre of st. bartholomew, or of the stifling of the hundred and twenty three prisoners in the black hole at calcutta."
624,MWS,0.10474526003601314,and who was so worthy of love as my noble minded sister?
625,EAP,0.5691633030210348,"one day, after the lapse of nearly a month, adrian received a letter from a friend in london, requesting his immediate presence for the furtherance of some important object."
626,EAP,0.7378251823261064,"he had previously communicated his plan to the former, who aided the deceit by quitting his house, under the pretence of a journey and concealed himself, with his daughter, in an obscure part of paris."
627,EAP,0.4149884336539747,"after a time the cautious rattling ceased, and i heard the room to the north entered with a pass key."
628,EAP,1.296163074709549,"johansen, thank god, did not know quite all, even though he saw the city and the thing, but i shall never sleep calmly again when i think of the horrors that lurk ceaselessly behind life in time and in space, and of those unhallowed blasphemies from elder stars which dream beneath the sea, known and favoured by a nightmare cult ready and eager to loose them on the world whenever another earthquake shall heave their monstrous stone city again to the sun and air."
629,EAP,0.6762887752596505,"i was about throwing away, in disgust, ""this folio of four pages, happy work which not even critics criticise,"" when i felt my attention somewhat aroused by the paragraph which follows: ""the avenues to death are numerous and strange."
630,EAP,0.699697164199036,"these ancient turrets, stained by the storms of generations and crumbling under the slow yet mighty pressure of time, formed in the ages of feudalism one of the most dreaded and formidable fortresses in all france."
631,EAP,0.3458315922787641,"clerval did not like it so well as oxford, for the antiquity of the latter city was more pleasing to him."
632,MWS,0.3453924372418176,"that his learning was deep and thorough, his most trivial remarks made abundantly clear; and williams was not surprised to hear that he had been to harrow and oxford."
633,EAP,0.5219674419205735,"the intriguing palli, the accomplished karazza, the warlike ypsilanti, were among the principal."
634,EAP,0.5237723949874861,"my friendship for the celebrated monsieur voltaire was ever a cause of annoyance to the doctor; who was deeply orthodox, and who us'd to say of the french philosopher: ""vir est acerrimi ingenii et paucarum literarum."""
635,EAP,0.5331762435437388,"""confound him, say i yes; i made the re examination, however, as dupin suggested but it was all labor lost, as i knew it would be."""
636,EAP,0.14401285436742642,"""a mere bagtelle,"" said monsieur maillard."
637,EAP,0.1971491218623325,"your witness says he saw us at half past eleven on the gainesville pike, headed for big cypress swamp."
638,EAP,0.30199578700692264,"there was a dark open doorway on the right, to which the black man silently pointed."
639,EAP,0.9360253985758537,"awe stricken, and with a creeping shudder, i extinguished the lamp, passed silently from the chamber, and left, at once, the halls of that old academy, never to enter them again."
640,EAP,0.2946381262950215,"looking up, i perceived the angel of the odd."
641,MWS,0.2465999364474103,"mrs. herrero crossed herself when she looked at him, and gave him up unreservedly to me; not even letting her son esteban continue to run errands for him."
642,HPL,0.3980433520529284,our house was situated on the shores of the lake and the lawn came down to the water's edge.
643,EAP,1.0927116942866126,"the error of these jurmains, these vrinch, these inglitch, and these amriccans the latter, by the way, were our own immediate progenitors, was an error quite analogous with that of the wiseacre who fancies that he must necessarily see an object the better the more closely he holds it to his eyes."
644,HPL,0.12085347557926321,fully three hundred miles the hour that was travelling.
645,EAP,0.2815339085634039,"i followed dumbly down the footworn steps and into the dank, suffocating crypt."
646,MWS,0.276109522296367,"i now related my history briefly but with firmness and precision, marking the dates with accuracy and never deviating into invective or exclamation."
647,EAP,0.3868802743184041,"in other words, i beheld as much as a sixteen hundredth part of the whole surface of the globe."
648,EAP,0.3128470442278118,in one triumphant demonstration west was about to relegate the mystery of life to the category of myth.
649,EAP,0.4041156376136712,"and far beneath the keel kuranes could see strange lands and rivers and cities of surpassing beauty, spread indolently in the sunshine which seemed never to lessen or disappear."
650,MWS,0.28585425272746534,"by very slow degrees, and with frequent relapses that alarmed and grieved my friend, i recovered."
651,EAP,0.593114470209659,"now, in the struggles of one unused to swimming, the arms are invariably thrown upwards, while an attempt is made to keep the head in its usual perpendicular position."
652,MWS,0.4419288210994599,"raymond encircled her waist with his arm, and continued, ""i do not deny that i have balanced between you and the highest hope that mortal men can entertain; but i do so no longer."
653,EAP,0.6329526705982191,"that shock at the mansion had done something to my brain, and i could think only of the quest for a horror now grown to cataclysmic stature in my imagination; a quest which the fate of arthur munroe made me vow to keep silent and solitary."
654,EAP,0.5248450281943147,"it was strange to me, who, though older than adrian, had never loved, to witness the whole heart's sacrifice of my friend."
655,EAP,0.41205484644975654,"the printless road was very lonely, and sometimes i thought i heard a distant horrible creaking as of a gibbet in the wind."
656,EAP,0.3561271479587661,"""a huge human foot d'or, in a field azure; the foot crushes a serpent rampant whose fangs are imbedded in the heel."""
657,EAP,0.49635778563705363,"what a glorious creature must he have been in the days of his prosperity, when he is thus noble and godlike in ruin he seems to feel his own worth and the greatness of his fall."
658,EAP,0.4837877306269088,"he had said that the geometry of the dream place he saw was abnormal, non euclidean, and loathsomely redolent of spheres and dimensions apart from ours."
659,EAP,0.5947514204851405,"that same evening we all three walked together in the forest, and, with the garrulity which happiness inspires, they detailed to me the history of their loves."
660,EAP,0.7374547146321816,"stretching inland from among them i saw the rusted, grass grown line of the abandoned railway, with leaning telegraph poles now devoid of wires, and the half obscured lines of the old carriage roads to rowley and ipswich."
661,EAP,0.24942814434455216,"it was everywhere a gelatin a slime yet it had shapes, a thousand shapes of horror beyond all memory."
662,EAP,0.4754737463330161,"oh, i must hear do tell go on, mrs. o'trump do now go on"" and go on mrs. o'trump did all about a certain captain mann, who was either shot or hung, or should have been both shot and hung."
663,EAP,0.48716932527494305,"now in no one of the seven apartments was there any lamp or candelabrum, amid the profusion of golden ornaments that lay scattered to and fro or depended from the roof."
664,EAP,0.6002696660190661,"""this thing,"" i exclaimed, ""is a contemptible falsehood a poor hoax the lees of the invention of some pitiable penny a liner of some wretched concoctor of accidents in cocaigne."
665,EAP,0.6151185281232364,"and the sons of those young men of other days, who did indeed go forth in olive drab with the true spirit of their ancestors, went from distant places and knew not the street and its ancient spirit."
666,EAP,0.5968062238572579,imagine my delighted astonishment on hearing the spy inform my parent in a cautious whisper that i had spent the night in the bower outside the tomb; my sleep filmed eyes fixed upon the crevice where the padlocked portal stood ajar by what miracle had the watcher been thus deluded?
667,EAP,1.9948091445211709,"we, in our cloudy isle, were far removed from danger, and the only circumstance that brought these disasters at all home to us, was the daily arrival of vessels from the east, crowded with emigrants, mostly english; for the moslems, though the fear of death was spread keenly among them, still clung together; that, if they were to die and if they were, death would as readily meet them on the homeless sea, or in far england, as in persia, if they were to die, their bones might rest in earth made sacred by the relics of true believers."
668,EAP,0.26311391020035413,"being naturally quick, i committed to memory the entire tragedy of ""metamora."""
669,EAP,1.1306760173861357,"i watched him curiously, determined that, if this hesitation should continue, i would assist perdita to overcome herself, and teach her to disdain the wavering love of him, who balanced between the possession of a crown, and of her, whose excellence and affection transcended the worth of a kingdom."
670,EAP,0.5830773803626276,it was a living object the first except the driver that i had seen since entering the compact part of the town and had i been in a steadier mood i would have found nothing whatever of terror in it.
671,EAP,0.26464747414264733,"""that man has the plague,"" said the maniac calmly."
672,EAP,0.11452190282546235,"hev yew ever seed trees like thet, with big leaves a floppin' over an' daown?"
673,EAP,0.8332895377338578,"some of the stories would make you laugh about old captain marsh driving bargains with the devil and bringing imps out of hell to live in innsmouth, or about some kind of devil worship and awful sacrifices in some place near the wharves that people stumbled on around or thereabouts but i come from panton, vermont, and that kind of story don't go down with me."
674,HPL,0.28508774450914226,and is not the whole paragraph in the 'courier and enquirer' a fabrication got up to 'make a talk'?
675,EAP,0.14333222767393675,i have never met a person who has seen the rue d'auseil.
676,MWS,0.5674716661370619,"i don't wish to offend you, and heaven knows i'd be glad enough to have you with me; but the responsibility is in a certain sense mine, and i couldn't drag a bundle of nerves like you down to probable death or madness."
677,EAP,0.7180396228121946,"what he had prevented the knife from doing to the victim's chest, the yellow fangs of the furry blasphemy had done to a wrist and the bowl so lately on the floor stood full beside the small lifeless body."
678,EAP,0.47947565898018,"having formed some disagreeable impressions connected with the name of marsh, i did not welcome the news that it belonged on my own ancestral tree; nor was i pleased by mr. peabody's suggestion that i had the true marsh eyes myself."
679,MWS,0.2673763372524097,"one day, several months after my return to england, i quitted london to visit my sister."
680,EAP,0.13037878167821867,the fair page now lying before me need not be sullied with my real appellation.
681,MWS,0.10543374642516683,i shall relate my tale therefore as if i wrote for strangers.
682,HPL,0.08076058653453735,she was startled and pained.
683,HPL,0.1377355996114295,what can stop the determined heart and resolved will of man?
684,EAP,0.7465182498416898,"the search after a stray lamb, or the devices by which we elude or endeavoured to elude punishment, filled up the hours of afternoon; in the evening my flock went to its fold, and i to my sister."
685,EAP,0.45597680699925475,"madmen are of some nation, and their language, however incoherent in its words, has always the coherence of syllabification."
686,EAP,0.37859644437169115,"what chiefly struck me was the gentle manners of these people, and i longed to join them, but dared not."
687,EAP,1.0932501647719688,"this manoeuvre was totally unperceived on the part of the three duns; and, jumping into the car, i immediately cut the single cord which held me to the earth, and was pleased to find that i shot upward, carrying with all ease one hundred and seventy five pounds of leaden ballast, and able to have carried up as many more."
688,EAP,0.7985689608381188,"almost any one, falling into a river, will be enabled to float, if he suffer the specific gravity of the water fairly to be adduced in comparison with his own that is to say, if he suffer his whole person to be immersed, with as little exception as possible."
689,MWS,0.06686791653426544,"""and how many have you in charge?"""
690,EAP,0.840987511792504,"i have thus painted the happy estate of vondervotteimittiss: alas, that so fair a picture should ever experience a reverse there has been long a saying among the wisest inhabitants, that ""no good can come from over the hills""; and it really seemed that the words had in them something of the spirit of prophecy."
691,EAP,0.7567750356467463,"the bottom of the box is elevated considerably above the floor by means of the castors or brazen rollers on which it moves, a clear view of the surface immediately beneath the automaton being thus afforded to the spectators."
692,EAP,0.9134656391213887,"the lanterns having been lit, we all fell to work with a zeal worthy a more rational cause; and, as the glare fell upon our persons and implements, i could not help thinking how picturesque a group we composed, and how strange and suspicious our labors must have appeared to any interloper who, by chance, might have stumbled upon our whereabouts."
693,EAP,0.5972370002455426,"a searching party, headed by the frantic father, invaded the cottage of the sorcerers and there came upon old michel mauvais, busy over a huge and violently boiling cauldron."
694,EAP,0.7945368938437747,"the oaks around were the home of a tribe of nightingales there am i now; idris, in youth's dear prime, is by my side remember, i am just twenty two, and seventeen summers have scarcely passed over the beloved of my heart."
695,EAP,0.033019010162015,evadne loved raymond.
696,EAP,0.8109494742374181,"though it was winter, the atmosphere seemed more appropriate to early spring; and its genial warmth contributed to inspire those sensations of placid delight, which are the portion of every traveller, as he lingers, loath to quit the tranquil bays and radiant promontories of baiae."
697,MWS,0.08067471666137062,i rushed to its deadly brink.
698,EAP,0.1603349717195301,perhaps a cavern or series of caverns furnished the nucleus.
699,EAP,0.9167223086168202,"and when iranon had wept over the grave of romnod and strown it with green budding branches, such as romnod used to love, he put aside his silks and gauds and went forgotten out of oonai the city of lutes and dancing clad only in the ragged purple in which he had come, and garlanded with fresh vines from the mountains."
700,EAP,0.2552393178225115,"""he he he"" replied the devil faintly, drawing himself up with an air of hauteur."
701,EAP,0.5079844403568553,"in less than a month i was in dunedin; where, however, i found that little was known of the strange cult members who had lingered in the old sea taverns."
702,EAP,0.3163837183756284,"it was a strong effort of the spirit of good, but it was ineffectual."
703,EAP,0.52329423319649,"i reflected that man is the veriest slave of custom, and that many points in the routine of his existence are deemed essentially important, which are only so at all by his having rendered them habitual."
704,EAP,0.3172538866799633,"i assert, however, that much of our incredulity as la bruyère says of all our unhappiness ""vient de ne pouvoir être seuls."""
705,EAP,0.27396516742124327,"what does he complain of?"" ""dar dat's it him neber plain of notin but him berry sick for all dat."" ""very sick, jupiter why didn't you say so at once?"
706,EAP,0.6794506739496595,"he muttered to himself, in a low broken tone, some words of a language which i could not understand, and groped in a corner among a pile of singular looking instruments, and decayed charts of navigation."
707,EAP,0.21588358698882995,"his diary states that he reached tempest mountain on september , finding the mansion in great decrepitude."
708,EAP,0.638582917993099,"he had passed the sixteen years of absence among nations nearly unknown to europe; he had wandered through persia, arabia and the north of india and had penetrated among the habitations of the natives with a freedom permitted to few europeans."
709,MWS,0.17040567736468595,when i first beheld this apparition for i could scarcely regard it as less my wonder and my terror were extreme.
710,EAP,0.7230495522079444,"""ha ha ha ha ha ha ho ho ho"" roared our visiter, profoundly amused, ""oh, dupin, you will be the death of me yet"" ""and what, after all, is the matter on hand?"""
711,MWS,0.09689121915051371,for a brief moment i hesitated i trembled.
712,EAP,0.30679894373629596,"the face was suffused with dark blood, some of which issued from the mouth."
713,EAP,0.6718819328074991,"if i could gain the roofs of the buildings in paine street and descend successfully to the ground level, i might perhaps dart through the courtyard and the adjacent or opposite buildings to washington or bates or else emerge in paine and edge around southward into washington."
714,EAP,0.05600523824088154,there could be no mistaking it.
715,EAP,1.1706219118717671,"now, if it were my design to return at all if i had in contemplation merely a stroll with the individual in question it would not be my policy to bid st. eustache call; for, calling, he will be sure to ascertain that i have played him false a fact of which i might keep him for ever in ignorance, by leaving home without notifying him of my intention, by returning before dark, and by then stating that i had been to visit my aunt in the rue des drômes."
716,EAP,0.20733267568138056,we'd have had to walk up the hill from park street if we'd taken the car.
717,MWS,0.11820252091939415,"""but i am afraid that i wander from my purpose."
718,HPL,0.07458714383431721,his words had a strange effect upon me.
719,MWS,0.19842177735409386,"when i awaked, i was not as i had been."
720,MWS,0.5378084948628322,"when he spoke at length, his soft, hollow, and carefully muffled voice not infrequently quavered; and now and then i had great difficulty in following him as i listened with a thrill of amazement and half disavowed alarm which grew each instant."
721,EAP,0.20983117873343127,i did not need to be told that this was the civic centre of innsmouth.
722,EAP,0.9686696332800608,"raymond was the theme of every tongue, the hope of each wife, mother or betrothed bride, whose husband, child, or lover, making a part of the greek army, were to be conducted to victory by him."
723,EAP,0.33940440856555765,"wherein all the significant undercurrents of graeco roman expression were crystallised once for all and with admirable acuteness, notwithstanding the surprisingly late date at which ibid wrote."
724,MWS,0.06357377396462238,"you are not prepared to maintain that you are dead?"""
725,MWS,0.21240334710306114,to this i agreed; not knowing precisely what to make of so ridiculous a piece of business.
726,EAP,0.39167912328389454,"three years before, i was engaged in the same manner and had created a fiend whose unparalleled barbarity had desolated my heart and filled it forever with the bitterest remorse."
727,EAP,0.5218855944067994,"i saw the features of perdita soften; the sternness of grief yielded to tenderness i continued: ""thus to honour him, is the sacred duty of his survivors."
728,EAP,0.4250858321953657,"whereupon our diddler copies the facts of this advertisement, with a change of heading, of general phraseology and address."
729,EAP,0.1291209146244276,"am i the cause of your grief?"""
730,EAP,0.04662292850404284,it then again made off.
731,EAP,0.541429919143272,"presently there came a feeble gleam of sunshine, and the shadow of the leaves of the tree fell faintly but definitely upon the grass."
732,HPL,0.06385547016456765,they's allus ben unseen things araound dunwich livin' things as ain't human an' ain't good fer human folks.
733,EAP,0.38069863314651997,the spire of evian shone under the woods that surrounded it and the range of mountain above mountain by which it was overhung.
734,EAP,1.0438702673829046,"""but the evidence, you will say, of madame deluc, points especially to the presence of a gang, in the vicinity of the thicket, at or about the epoch of the murder."
735,EAP,0.2780230809988844,"the lake was deep at some points thirty feet but the rivulet seldom exceeded three, while its greatest width was about eight."
736,MWS,0.4780108039402605,"i saw an insurmountable barrier placed between me and my fellow men; this barrier was sealed with the blood of william and justine, and to reflect on the events connected with those names filled my soul with anguish."
737,EAP,0.13297636329957485,"these things were never still, but seemed ever floating about with some malignant purpose."
738,EAP,0.3380690017618754,i had delved not a little into odd eastern lore when overtaken by the calamities which brought about my new life in america's vast west a life wherein i found it well to accept a name my present one which is very common and carries no meaning.
739,EAP,0.5690125312851353,"he, however, answered mildly, ""i would willingly afford you every aid in your pursuit, but the creature of whom you speak appears to have powers which would put all my exertions to defiance."
740,EAP,0.5195981717850081,"""you shall, verney,"" said he, ""and if you continue of the same mind, i will facilitate your views."
741,EAP,0.361473082937378,"a mood of hideous apprehension and expectancy had seized him, and he seemed to be awaiting the fall of some annihilating blow."
